"state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","FIPS"
"GA","Stephens County","26784","133","26175","2","25435","78","13257"
"GA","Stewart County","5314","1499","6058","1596","5252","41","13259"
"GA","Sumter County","29616","396","32819","543","33200","332","13261"
"GA","Talbot County","5733","0","6865","17","6498","17","13263"
"GA","Taliaferro County","1559","0","1717","0","2077","0","13265"
"GA","Tattnall County","22842","2713","25520","4624","22305","3688","13267"
"GA","Taylor County","7816","14","8906","231","8815","208","13269"
"GA","Telfair County","12477","2860","16500","2917","11794","1327","13271"
"GA","Terrell County","9185","174","9315","186","10970","111","13273"
"GA","Thomas County","45798","0","44720","181","42737","353","13275"
"GA","Tift County","41344","187","40118","202","38407","175","13277"
"GA","Toombs County","27030","0","27223","0","26067","78","13279"
"GA","Towns County","12493","49","10471","38","9319","0","13281"
"GA","Treutlen County","6406","278","6885","301","6854","308","13283"
"GA","Troup County","69426","612","67044","949","58779","489","13285"
"GA","Turner County","9006","62","8930","249","9504","74","13287"
"GA","Twiggs County","8022","0","9023","0","10590","44","13289"
"GA","Union County","24632","245","21356","230","17289","247","13291"
"GA","Upson County","27700","71","27153","194","27597","114","13293"
"GA","Walker County","67654","777","68756","817","61053","533","13295"
"GA","Walton County","96673","284","83768","447","60687","182","13297"
"GA","Ware County","36251","1818","36312","1926","35483","1491","13299"
"GA","Warren County","5215","0","5834","0","6336","0","13301"
"GA","Washington County","19988","1503","21187","1624","21176","1081","13303"
"GA","Wayne County","30144","1662","30099","2067","26565","1955","13305"
"GA","Webster County","2348","0","2799","0","2390","2","13307"
"GA","Wheeler County","7471","2362","7421","1911","6179","1006","13309"
"GA","White County","28003","51","27144","62","19944","51","13311"
"GA","Whitfield County","102864","394","102599","374","83525","103","13313"
"GA","Wilcox County","8766","1721","9255","1847","8577","1263","13315"
"GA","Wilkes County","9565","6","10593","266","10687","46","13317"
"GA","Wilkinson County","8877","37","9563","39","10220","16","13319"
"GA","Worth County","20784","68","21679","26","21967","27","13321"
"TN","Anderson County","77123","294","75129","240","71330","83","47001"
"TN","Bedford County","50237","592","45058","176","37586","101","47003"
"TN","Benton County","15864","95","16489","43","16537","54","47005"
"TN","Bledsoe County","14913","2481","12876","948","12367","975","47007"
"TN","Blount County","135280","506","123010","341","105823","270","47009"
"TN","Bradley County","108620","344","98963","356","87965","122","47011"
"TN","Campbell County","39272","192","40716","134","39854","84","47013"
"TN","Cannon County","14506","42","13801","56","12826","53","47015"
"TN","Carroll County","28440","113","28522","99","29475","73","47017"
"TN","Carter County","56356","255","57424","362","56742","346","47019"
"TN","Cheatham County","41072","80","39105","111","35912","104","47021"
"TN","Chester County","17341","81","17131","23","15540","25","47023"
"TN","Claiborne County","32043","192","32213","182","29862","53","47025"
"TN","Clay County","7581","16","7861","20","7976","9","47027"
"TN","Cocke County","35999","93","35662","71","33565","139","47029"
"TN","Coffee County","57889","146","52796","216","48014","148","47031"
"TN","Crockett County","13911","55","14586","0","14532","56","47033"
"TN","Cumberland County","61145","148","56053","143","46802","123","47035"
"TN","Davidson County","715884","4378","626681","6431","569891","5843","47037"
"TN","Decatur County","11435","39","11757","27","11731","11","47039"
"TN","DeKalb County","20080","10","18723","84","17423","40","47041"
"TN","Dickson County","54315","294","49666","227","43156","164","47043"
"TN","Dyer County","36801","167","38335","189","37279","139","47045"
"TN","Fayette County","41990","129","38413","103","28806","94","47047"
"TN","Fentress County","18489","123","17959","32","16625","13","47049"
"TN","Franklin County","42774","159","41052","122","39270","61","47051"
"TN","Gibson County","50429","263","49683","168","48152","112","47053"
"TN","Giles County","30346","149","29485","124","29447","83","47055"
"TN","Grainger County","23527","50","22657","0","20659","27","47057"
"TN","Greene County","70152","272","68831","362","62909","162","47059"
"TN","Grundy County","13529","72","13703","44","14332","30","47061"
"TN","Hamblen County","64499","61","62544","276","58128","178","47063"
"TN","Hamilton County","366207","939","336463","1453","307896","1059","47065"
"TN","Hancock County","6662","95","6819","101","6786","116","47067"
"TN","Hardeman County","25462","3428","27253","3456","28105","3438","47069"
"TN","Hardin County","26831","0","26026","0","25578","26","47071"
"TN","Hawkins County","56721","204","56833","147","53563","46","47073"
"TN","Haywood County","17864","99","18787","87","19797","66","47075"
"TN","Henderson County","27842","176","27769","76","25522","84","47077"
"TN","Henry County","32199","54","32330","166","31115","114","47079"
"TN","Hickman County","24925","1237","24690","1331","22295","1167","47081"
"TN","Houston County","8283","33","8426","20","8088","17","47083"
"TN","Humphreys County","18990","78","18538","54","17929","32","47085"
"TN","Jackson County","11617","93","11638","79","10984","13","47087"
"TN","Jefferson County","54683","201","51407","210","44294","81","47089"
"TN","Johnson County","17948","1679","18244","1662","17499","1345","47091"
"TN","Knox County","478971","1115","432226","1093","382032","724","47093"
"TN","Lake County","7005","2062","7832","2351","7954","2113","47095"
"TN","Lauderdale County","25143","1919","27815","2627","27101","2452","47097"
"TN","Lawrence County","44159","223","41869","122","39926","53","47099"
"TN","Lewis County","12582","39","12161","60","11367","31","47101"
"TN","Lincoln County","35319","107","33361","100","31340","79","47103"
"TN","Loudon County","54886","72","48556","75","39086","54","47105"
"TN","McMinn County","53276","209","52266","152","49015","110","47107"
"TN","McNairy County","25866","71","26075","60","24653","86","47109"
"TN","Macon County","25216","182","22248","102","20386","44","47111"
"TN","Madison County","98823","1519","98294","449","91837","387","47113"
"TN","Marion County","28837","45","28237","67","27776","74","47115"
"TN","Marshall County","34318","129","30617","109","26767","59","47117"
"TN","Maury County","100974","298","80956","245","69498","175","47119"
"TN","Meigs County","12758","70","11753","63","11086","36","47121"
"TN","Monroe County","46250","171","44519","156","38961","83","47123"
"TN","Montgomery County","220069","1084","172331","381","134768","363","47125"
"TN","Moore County","6461","8","6362","22","5740","9","47127"
"TN","Morgan County","21035","2092","21987","2394","19757","1543","47129"
"TN","Obion County","30787","101","31807","165","32450","63","47131"
"TN","Overton County","22511","109","22083","142","20118","22","47133"
"TN","Perry County","8366","50","7915","39","7631","10","47135"
"TN","Pickett County","5001","0","5077","9","4945","6","47137"
"TN","Polk County","17544","141","16825","109","16050","45","47139"
"TN","Putnam County","79854","257","72321","197","62315","118","47141"
"TN","Rhea County","32870","1","31809","92","28400","66","47143"
"TN","Roane County","53404","0","54181","100","51910","72","47145"
"TN","Robertson County","72803","477","66283","279","54433","171","47147"
"TN","Rutherford County","341486","774","262604","836","182023","633","47149"
"TN","Scott County","21850","130","22228","104","21127","33","47151"
"TN","Sequatchie County","15826","222","14112","79","11370","10","47153"
"TN","Sevier County","98380","176","89889","372","71170","146","47155"
"TN","Shelby County","929744","5391","927644","7600","897472","6656","47157"
"TN","Smith County","19904","85","19166","39","17712","24","47159"
"TN","Stewart County","13657","167","13324","27","12370","12","47161"
"TN","Sullivan County","158163","636","156823","639","153048","484","47163"
"TN","Sumner County","196281","572","160645","549","130449","275","47165"
"TN","Tipton County","60970","667","61081","727","51271","596","47167"
"TN","Trousdale County","11615","2505","7870","26","7259","30","47169"
"TN","Unicoi County","17928","93","18313","48","17667","43","47171"
"TN","Union County","19802","55","19109","71","17808","27","47173"
"TN","Van Buren County","6168","0","5548","21","5508","17","47175"
"TN","Warren County","40953","131","39839","254","38276","159","47177"
"TN","Washington County","133001","535","122979","537","107198","376","47179"
"TN","Wayne County","16232","2038","17021","1942","16842","1921","47181"
"TN","Weakley County","32902","89","35021","69","34895","106","47183"
"TN","White County","27351","134","25841","178","23102","83","47185"
"TN","Williamson County","247726","189","183182","293","126638","320","47187"
"TN","Wilson County","147737","381","113993","234","88809","103","47189"
"NY","Albany County","314848","303","304204","680","294565","733","36001"
"NY","Allegany County","46456","78","48946","100","49927","46","36003"
"NY","Bronx County","1472654","3815","1385108","12076","1332650","13735","36005"
"NY","Broome County","198683","313","200600","497","200536","458","36007"
"NY","Cattaraugus County","77042","113","80317","111","83955","95","36009"
"NY","Cayuga County","76248","2049","80026","2924","81963","3277","36011"
"NY","Chautauqua County","127657","812","134905","1042","139750","1464","36013"
"NY","Chemung County","84148","1964","88830","2869","91070","3000","36015"
"NY","Chenango County","47220","59","50477","87","51401","300","36017"
"NY","Clinton County","79843","2653","82128","3576","79894","3913","36019"
"NY","Columbia County","61570","101","63096","470","63094","618","36021"
"NY","Cortland County","46809","50","49336","67","48599","56","36023"
"NY","Delaware County","44308","77","47980","83","48055","14","36025"
"NY","Dutchess County","295911","4370","297488","5759","280150","6431","36027"
"NY","Erie County","954236","3409","919040","5393","950265","6272","36029"
"NY","Essex County","37381","830","39370","1836","38851","2217","36031"
"NY","Franklin County","47555","2829","51599","4868","51134","5512","36033"
"NY","Fulton County","53324","469","55531","499","55073","622","36035"
"NY","Genesee County","58388","406","60079","681","60370","496","36037"
"NY","Greene County","47931","2140","49221","2829","48195","2910","36039"
"NY","Hamilton County","5107","4","4836","1","5379","3","36041"
"NY","Herkimer County","60139","40","64519","27","64427","44","36043"
"NY","Jefferson County","116721","1185","116229","1519","111738","2288","36045"
"NY","Kings County","2736074","2562","2504700","2353","2465326","2257","36047"
"NY","Lewis County","26582","25","27087","29","26944","20","36049"
"NY","Livingston County","61834","948","65393","1842","64328","2463","36051"
"NY","Madison County","68016","80","73442","266","69441","333","36053"
"NY","Monroe County","759443","1108","744344","1499","735343","1370","36055"
"NY","Montgomery County","49532","95","50219","107","49708","125","36057"
"NY","Nassau County","1395774","577","1339532","1657","1334544","1423","36059"
"NY","New York County","1694251","2273","1585873","2038","1537195","3384","36061"
"NY","Niagara County","212666","278","216469","501","219846","415","36063"
"NY","Oneida County","232125","3981","234878","5160","235469","6476","36065"
"NY","Onondaga County","476516","576","467026","1025","458336","744","36067"
"NY","Ontario County","112458","99","107931","225","100224","154","36069"
"NY","Orange County","401310","1883","372813","3053","341367","3278","36071"
"NY","Orleans County","40343","1493","42883","1968","44171","2916","36073"
"NY","Oswego County","117525","88","122109","127","122377","142","36075"
"NY","Otsego County","58524","0","62259","78","61676","50","36077"
"NY","Putnam County","97668","56","99710","297","95745","88","36079"
"NY","Queens County","2405464","400","2230722","665","2229379","1082","36081"
"NY","Rensselaer County","161130","296","159429","219","152538","238","36083"
"NY","Richmond County","495747","0","468730","924","443728","944","36085"
"NY","Rockland County","338329","252","311687","192","286753","193","36087"
"NY","St. Lawrence County","108505","1951","111944","2344","111931","3223","36089"
"NY","Saratoga County","235509","125","219607","608","200635","1058","36091"
"NY","Schenectady County","158061","138","154727","292","146555","321","36093"
"NY","Schoharie County","29714","0","32749","176","31582","279","36095"
"NY","Schuyler County","17898","1","18343","160","19224","17","36097"
"NY","Seneca County","33814","1626","35251","2080","33342","860","36099"
"NY","Steuben County","93584","107","98990","172","98726","111","36101"
"NY","Suffolk County","1525920","598","1493350","1664","1419369","1471","36103"
"NY","Sullivan County","78624","2092","77547","1445","73966","1929","36105"
"NY","Tioga County","48455","191","51125","89","51784","0","36107"
"NY","Tompkins County","105740","49","101564","84","96501","82","36109"
"NY","Ulster County","181851","2601","182493","2843","177749","3633","36111"
"NY","Warren County","65737","68","65707","176","63303","67","36113"
"NY","Washington County","61302","2193","63216","2545","61042","2765","36115"
"NY","Wayne County","91283","88","93772","408","93765","674","36117"
"NY","Westchester County","1004457","2603","949113","4149","923459","4932","36119"
"NY","Wyoming County","40531","3075","42155","3796","43424","4004","36121"
"NY","Yates County","24774","62","25348","56","24621","63","36123"
"MS","Adams County","29538","1011","32297","2054","34340","130","28001"
"MS","Alcorn County","34740","360","37057","154","34558","124","28003"
"MS","Amite County","12720","11","13131","39","13599","24","28005"
"MS","Attala County","17889","0","19564","25","19661","33","28007"
"MS","Benton County","7646","8","8729","9","8026","16","28009"
"MS","Bolivar County","30985","578","34145","495","40633","448","28011"
"MS","Calhoun County","13266","27","14962","25","15069","33","28013"
"MS","Carroll County","9998","543","10597","279","10769","302","28015"
"MS","Chickasaw County","17106","343","17392","70","19440","50","28017"
"MS","Choctaw County","8246","11","8547","26","9758","8","28019"
"MS","Claiborne County","9135","0","9604","0","11831","6","28021"
"MS","Clarke County","15615","0","16732","48","17955","0","28023"
"MS","Clay County","18636","72","20634","143","21979","83","28025"
"MS","Coahoma County","21390","43","26151","82","30622","129","28027"
"MS","Copiah County","28368","43","29449","0","28757","69","28029"
"MS","Covington County","18340","0","19568","3","19407","17","28031"
"MS","DeSoto County","185314","416","161252","228","107199","229","28033"
"MS","Forrest County","78158","271","74934","338","72604","440","28035"
"MS","Franklin County","7675","4","8118","10","8448","2","28037"
"MS","George County","24350","342","22578","474","19144","106","28039"
"MS","Greene County","13530","2615","14400","2946","13299","2057","28041"
"MS","Grenada County","21629","105","21906","139","23263","141","28043"
"MS","Hancock County","46053","0","43929","0","42967","133","28045"
"MS","Harrison County","208621","762","187105","1055","189601","1116","28047"
"MS","Hinds County","227742","686","245285","1094","250800","1113","28049"
"MS","Holmes County","17000","336","19198","0","21609","64","28051"
"MS","Humphreys County","7785","21","9375","29","11206","21","28053"
"MS","Issaquena County","1338","493","1406","251","2274","263","28055"
"MS","Itawamba County","23863","21","23401","16","22770","14","28057"
"MS","Jackson County","143252","364","139668","517","131420","347","28059"
"MS","Jasper County","16367","15","17062","66","18149","35","28061"
"MS","Jefferson County","7260","292","7726","336","9740","581","28063"
"MS","Jefferson Davis County","11321","25","12487","24","13962","35","28065"
"MS","Jones County","67246","153","67761","186","64958","133","28067"
"MS","Kemper County","8988","349","10456","333","10453","7","28069"
"MS","Lafayette County","55813","129","47351","168","38744","125","28071"
"MS","Lamar County","64222","92","55658","130","39070","68","28073"
"MS","Lauderdale County","72984","1384","80261","1496","78161","679","28075"
"MS","Lawrence County","12016","0","12929","0","13258","35","28077"
"MS","Leake County","21275","291","23805","508","20940","567","28079"
"MS","Lee County","83343","190","82910","240","75755","181","28081"
"MS","Leflore County","28339","145","32317","954","37947","1251","28083"
"MS","Lincoln County","34907","53","34869","73","33166","67","28085"
"MS","Lowndes County","58879","165","59779","225","61586","201","28087"
"MS","Madison County","109145","262","95203","429","74674","340","28089"
"MS","Marion County","24441","387","27088","398","25595","381","28091"
"MS","Marshall County","33752","1067","37144","964","34993","1042","28093"
"MS","Monroe County","34180","80","36989","83","38014","67","28095"
"MS","Montgomery County","9822","0","10925","0","12189","0","28097"
"MS","Neshoba County","29087","120","29676","66","28684","68","28099"
"MS","Newton County","21291","39","21720","46","21838","0","28101"
"MS","Noxubee County","10285","59","11545","109","12548","110","28103"
"MS","Oktibbeha County","51788","101","47671","44","42902","78","28105"
"MS","Panola County","33208","65","34707","86","34274","109","28107"
"MS","Pearl River County","56145","8","55834","313","48621","107","28109"
"MS","Perry County","11511","0","12250","0","12138","24","28111"
"MS","Pike County","40324","88","40404","222","38940","164","28113"
"MS","Pontotoc County","31184","56","29957","0","26726","22","28115"
"MS","Prentiss County","25008","84","25276","68","25556","42","28117"
"MS","Quitman County","6176","66","8223","104","10117","70","28119"
"MS","Rankin County","157031","4084","141617","3513","115327","2694","28121"
"MS","Scott County","27990","0","28264","62","28423","96","28123"
"MS","Sharkey County","3800","0","4916","0","6580","14","28125"
"MS","Simpson County","25949","70","27503","100","27639","122","28127"
"MS","Smith County","14209","28","16491","0","16182","22","28129"
"MS","Stone County","18333","356","17786","406","13622","29","28131"
"MS","Sunflower County","25971","3277","29450","3925","34369","4692","28133"
"MS","Tallahatchie County","12715","1547","15378","2360","14903","34","28135"
"MS","Tate County","28064","51","28886","85","25370","42","28137"
"MS","Tippah County","21815","0","22232","0","20826","16","28139"
"MS","Tishomingo County","18850","55","19593","62","19163","23","28141"
"MS","Tunica County","9782","40","10778","47","9227","52","28143"
"MS","Union County","27777","50","27134","98","25362","40","28145"
"MS","Walthall County","13884","35","15443","2","15156","31","28147"
"MS","Warren County","44722","86","48773","105","49644","123","28149"
"MS","Washington County","44922","367","51137","179","62977","245","28151"
"MS","Wayne County","19779","0","20747","13","21216","38","28153"
"MS","Webster County","9926","0","10253","14","10294","14","28155"
"MS","Wilkinson County","8587","875","9878","1071","10312","947","28157"
"MS","Winston County","17714","265","19198","265","20160","290","28159"
"MS","Yalobusha County","12481","121","12678","21","13051","9","28161"
"MS","Yazoo County","26743","4187","28065","3725","28149","2098","28163"
"NM","Bernalillo County","676444","1540","662564","3553","556678","1920","35001"
"NM","Catron County","3579","1","3725","3","3543","9","35003"
"NM","Chaves County","65157","988","65645","489","61382","299","35005"
"NM","Cibola County","27172","1964","27213","2275","25595","822","35006"
"NM","Colfax County","12387","477","13750","265","14189","28","35007"
"NM","Curry County","48430","160","48376","276","45044","201","35009"
"NM","De Baca County","1698","15","2022","9","2240","5","35011"
"NM","Doña Ana County","219561","1167","209233","1510","174682","1658","35013"
"NM","Eddy County","62314","373","53829","206","51658","139","35015"
"NM","Grant County","28185","89","29514","74","31002","55","35017"
"NM","Guadalupe County","4452","585","4687","566","4680","489","35019"
"NM","Harding County","657","0","695","0","810","0","35021"
"NM","Hidalgo County","4178","67","4894","23","5932","30","35023"
"NM","Lea County","74455","1426","64727","1416","55511","1270","35025"
"NM","Lincoln County","20269","64","20497","98","19411","68","35027"
"NM","Los Alamos County","19419","7","17950","10","18343","13","35028"
"NM","Luna County","25427","288","25095","464","25016","124","35029"
"NM","McKinley County","72902","180","71492","27","74798","249","35031"
"NM","Mora County","4189","0","4881","0","5180","0","35033"
"NM","Otero County","67839","1681","63797","1293","62298","165","35035"
"NM","Quay County","8746","32","9041","18","10155","74","35037"
"NM","Rio Arriba County","40363","41","40246","155","41190","127","35039"
"NM","Roosevelt County","19191","58","19846","93","18018","52","35041"
"NM","Sandoval County","148834","106","131561","327","89908","0","35043"
"NM","San Juan County","121661","385","130044","713","113801","531","35045"
"NM","San Miguel County","27201","74","29393","114","30126","112","35047"
"NM","Santa Fe County","154823","1294","144170","1247","129292","786","35049"
"NM","Sierra County","11576","0","11988","51","13270","29","35051"
"NM","Socorro County","16595","77","17866","21","18078","30","35053"
"NM","Taos County","34489","55","32937","24","29979","19","35055"
"NM","Torrance County","15045","262","16383","609","16911","524","35057"
"NM","Union County","4079","409","4549","629","4174","7","35059"
"NM","Valencia County","76205","942","76569","1349","66152","1105","35061"
"IL","Adams County","65737","76","67103","110","68277","258","17001"
"IL","Alexander County","5240","0","8238","411","9590","468","17003"
"IL","Bond County","16725","1363","17768","1542","17633","1624","17005"
"IL","Boone County","53448","50","54165","71","41786","53","17007"
"IL","Brown County","6244","1607","6937","2059","6950","1912","17009"
"IL","Bureau County","33244","25","34978","18","35503","6","17011"
"IL","Calhoun County","4437","0","5089","2","5084","1","17013"
"IL","Carroll County","15702","1085","15387","52","16674","21","17015"
"IL","Cass County","13042","0","13642","0","13695","0","17017"
"IL","Champaign County","205865","164","201081","245","179669","404","17019"
"IL","Christian County","34032","2596","34800","1247","35372","1220","17021"
"IL","Clark County","15455","101","16335","6","17008","13","17023"
"IL","Clay County","13288","8","13815","6","14560","0","17025"
"IL","Clinton County","36899","1294","37762","1599","35535","1563","17027"
"IL","Coles County","46863","195","53873","105","53196","123","17029"
"IL","Cook County","5275541","5964","5194675","11649","5376741","11703","17031"
"IL","Crawford County","18679","1069","19817","1230","20452","1238","17033"
"IL","Cumberland County","10450","10","11048","5","11253","11","17035"
"IL","DeKalb County","100420","0","105160","122","88969","70","17037"
"IL","De Witt County","15516","19","16561","76","16798","54","17039"
"IL","Douglas County","19740","18","19980","16","19922","11","17041"
"IL","DuPage County","932877","693","916924","872","904161","718","17043"
"IL","Edgar County","16866","18","18576","33","19704","395","17045"
"IL","Edwards County","6245","0","6721","0","6971","0","17047"
"IL","Effingham County","34668","29","34242","66","34264","30","17049"
"IL","Fayette County","21488","2200","22140","1527","21802","1468","17051"
"IL","Ford County","13534","19","14081","43","14241","31","17053"
"IL","Franklin County","37804","20","39561","52","39018","56","17055"
"IL","Fulton County","33609","1652","37069","2142","38250","1973","17057"
"IL","Gallatin County","4946","0","5589","0","6445","0","17059"
"IL","Greene County","11985","22","13886","203","14761","157","17061"
"IL","Grundy County","52533","23","50063","26","37535","46","17063"
"IL","Hamilton County","7993","0","8457","0","8621","0","17065"
"IL","Hancock County","17620","6","19104","10","20121","18","17067"
"IL","Hardin County","3649","0","4320","0","4800","153","17069"
"IL","Henderson County","6387","1","7331","0","8213","8","17071"
"IL","Henry County","49284","328","50486","301","51020","82","17073"
"IL","Iroquois County","27077","19","29718","20","31334","13","17075"
"IL","Jackson County","52974","246","60218","147","59612","308","17077"
"IL","Jasper County","9287","3","9698","4","10117","9","17079"
"IL","Jefferson County","37113","1313","38827","1857","40045","2006","17081"
"IL","Jersey County","21512","13","22985","20","21668","7","17083"
"IL","Jo Daviess County","22035","18","22678","13","22289","12","17085"
"IL","Johnson County","13308","2388","12582","1503","12878","2640","17087"
"IL","Kane County","516522","482","515269","901","404119","808","17089"
"IL","Kankakee County","107502","332","113449","680","103833","243","17091"
"IL","Kendall County","131869","130","114736","61","54544","48","17093"
"IL","Knox County","49967","1704","52919","1934","55836","1864","17095"
"IL","Lake County","714342","623","703462","704","644356","846","17097"
"IL","LaSalle County","109658","1731","113924","1516","111509","1640","17099"
"IL","Lawrence County","15280","1995","16833","2358","15452","10","17101"
"IL","Lee County","34145","2206","36031","2289","36062","2266","17103"
"IL","Livingston County","35815","1309","38950","2798","39678","2670","17105"
"IL","Logan County","27987","2552","30305","3060","31183","2406","17107"
"IL","McDonough County","27238","0","32612","0","32913","21","17109"
"IL","McHenry County","310229","288","308760","537","260077","307","17111"
"IL","McLean County","170954","165","169572","235","150433","203","17113"
"IL","Macon County","103998","707","110768","851","114706","615","17115"
"IL","Macoupin County","44967","86","47765","17","49019","42","17117"
"IL","Madison County","265859","203","269282","14","258941","267","17119"
"IL","Marion County","37729","125","39437","114","41691","33","17121"
"IL","Marshall County","11742","2","12640","7","13180","4","17123"
"IL","Mason County","13086","22","14666","40","16038","20","17125"
"IL","Massac County","14169","0","15429","0","15161","31","17127"
"IL","Menard County","12297","7","12705","15","12486","28","17129"
"IL","Mercer County","15699","34","16434","40","16957","29","17131"
"IL","Monroe County","34962","9","32957","0","27619","0","17133"
"IL","Montgomery County","28288","1866","30104","1919","30652","2012","17135"
"IL","Morgan County","32915","1065","35547","1031","36616","1052","17137"
"IL","Moultrie County","14526","46","14846","30","14287","10","17139"
"IL","Ogle County","51788","20","53497","81","51032","82","17141"
"IL","Peoria County","181830","522","186494","636","183433","785","17143"
"IL","Perry County","20945","1993","22350","2323","23094","2193","17145"
"IL","Piatt County","16673","0","16729","0","16365","13","17147"
"IL","Pike County","14739","125","16430","424","17384","421","17149"
"IL","Pope County","3763","67","4470","173","4413","0","17151"
"IL","Pulaski County","5193","132","6161","6","7348","184","17153"
"IL","Putnam County","5637","11","6006","2","6086","3","17155"
"IL","Randolph County","30163","2203","33476","3571","33893","3201","17157"
"IL","Richland County","15813","2","16233","29","16149","10","17159"
"IL","Rock Island County","144672","1278","147546","1354","149374","1233","17161"
"IL","St. Clair County","257400","1053","270056","1106","256082","919","17163"
"IL","Saline County","23768","78","24913","69","26733","67","17165"
"IL","Sangamon County","196343","307","197465","310","188951","340","17167"
"IL","Schuyler County","6902","16","7544","10","7189","6","17169"
"IL","Scott County","4949","0","5355","0","5537","0","17171"
"IL","Shelby County","20990","16","22363","8","22893","5","17173"
"IL","Stark County","5400","7","5994","2","6332","3","17175"
"IL","Stephenson County","44630","4","47711","108","48979","88","17177"
"IL","Tazewell County","131343","1286","135394","1652","128485","1702","17179"
"IL","Union County","17244","0","17808","0","18293","0","17181"
"IL","Vermilion County","74188","1834","81625","2084","83919","2003","17183"
"IL","Wabash County","11361","0","11947","0","12937","0","17185"
"IL","Warren County","16835","9","17707","17","18735","9","17187"
"IL","Washington County","13761","45","14716","18","15148","6","17189"
"IL","Wayne County","16179","0","16760","2","17151","30","17191"
"IL","White County","13877","35","14665","72","15371","58","17193"
"IL","Whiteside County","55691","80","58498","88","60653","100","17195"
"IL","Will County","696355","3542","677560","3902","502266","4525","17197"
"IL","Williamson County","67153","1438","66357","1213","61296","712","17199"
"IL","Winnebago County","285350","579","295266","963","278418","748","17201"
"IL","Woodford County","38467","49","38664","44","35469","16","17203"
"MI","Alcona County","10167","7","10942","28","11719","33","26001"
"MI","Alger County","8842","899","9601","863","9862","845","26003"
"MI","Allegan County","120502","169","111408","162","105665","170","26005"
"MI","Alpena County","28907","16","29598","55","31314","70","26007"
"MI","Antrim County","23431","34","23580","42","23110","48","26009"
"MI","Arenac County","15002","9","15899","43","17269","567","26011"
"MI","Baraga County","8158","806","8860","873","8746","608","26013"
"MI","Barry County","62423","38","59173","79","56755","65","26015"
"MI","Bay County","103856","116","107771","180","110157","179","26017"
"MI","Benzie County","17970","7","17525","50","15998","39","26019"
"MI","Berrien County","154316","0","156813","492","162453","446","26021"
"MI","Branch County","44862","1423","45248","2733","45787","2377","26023"
"MI","Calhoun County","134310","359","136146","624","137985","686","26025"
"MI","Cass County","51589","44","52293","114","51104","138","26027"
"MI","Charlevoix County","26054","9","25949","51","26090","30","26029"
"MI","Cheboygan County","25579","41","26152","77","26448","74","26031"
"MI","Chippewa County","36785","3950","38520","4185","38543","4804","26033"
"MI","Clare County","30856","120","30926","114","31252","175","26035"
"MI","Clinton County","79128","57","75382","176","64753","152","26037"
"MI","Crawford County","12988","36","14074","38","14273","295","26039"
"MI","Delta County","36903","41","37069","81","38520","60","26041"
"MI","Dickinson County","25947","40","26168","76","27472","64","26043"
"MI","Eaton County","109175","174","107759","207","103655","217","26045"
"MI","Emmet County","34112","36","32694","76","31437","202","26047"
"MI","Genesee County","406211","507","425790","807","436141","716","26049"
"MI","Gladwin County","25386","26","25692","66","26023","62","26051"
"MI","Gogebic County","14380","19","16427","1182","17370","454","26053"
"MI","Grand Traverse County","95238","125","86986","1487","77654","262","26055"
"MI","Gratiot County","41761","3678","42476","3742","42285","3066","26057"
"MI","Hillsdale County","45746","46","46688","64","46527","61","26059"
"MI","Houghton County","37361","34","36628","28","36016","286","26061"
"MI","Huron County","31407","40","33118","54","36079","62","26063"
"MI","Ingham County","284900","239","280895","677","279320","472","26065"
"MI","Ionia County","66804","6796","63905","5145","61518","5247","26067"
"MI","Iosco County","25237","7","25887","84","27339","45","26069"
"MI","Iron County","11631","20","11817","26","13138","268","26071"
"MI","Isabella County","64394","127","70311","156","63351","162","26073"
"MI","Jackson County","160366","6371","160248","7185","158422","7270","26075"
"MI","Kalamazoo County","261670","39","250331","371","238603","562","26077"
"MI","Kalkaska County","17939","30","17153","55","16571","47","26079"
"MI","Kent County","657974","819","602622","1164","574335","1428","26081"
"MI","Keweenaw County","2046","0","2156","4","2301","4","26083"
"MI","Lake County","12096","1125","11539","291","11333","178","26085"
"MI","Lapeer County","88619","997","88319","1062","87904","1080","26087"
"MI","Leelanau County","22301","10","21708","28","21119","20","26089"
"MI","Lenawee County","99423","2280","99892","2543","98890","2393","26091"
"MI","Livingston County","193866","540","180967","311","156951","413","26093"
"MI","Luce County","5339","0","6631","1102","7024","937","26095"
"MI","Mackinac County","10834","12","11113","12","11943","17","26097"
"MI","Macomb County","881217","1881","840978","2405","788149","2492","26099"
"MI","Manistee County","25032","1044","24733","1090","24527","756","26101"
"MI","Marquette County","66017","952","67077","1339","64634","1206","26103"
"MI","Mason County","29052","23","28705","59","28274","197","26105"
"MI","Mecosta County","39714","44","42798","75","40553","8","26107"
"MI","Menominee County","23502","49","24029","25","25326","33","26109"
"MI","Midland County","83494","144","83629","117","82874","85","26111"
"MI","Missaukee County","15052","0","14849","40","14478","23","26113"
"MI","Monroe County","154809","430","152021","193","145945","231","26115"
"MI","Montcalm County","66614","5070","63342","2673","61266","2299","26117"
"MI","Montmorency County","9153","6","9765","28","10315","0","26119"
"MI","Muskegon County","175824","3991","172188","4089","170200","3932","26121"
"MI","Newaygo County","49978","280","48460","204","47874","192","26123"
