"state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","FIPS"
"KY","Edmonson County","12126","0","12161","0","11644","0","21061"
"KY","Elliott County","7354","1041","7852","996","6748","0","21063"
"KY","Estill County","14163","0","14672","32","15307","24","21065"
"KY","Fayette County","322570","2434","295803","2700","260512","2927","21067"
"KY","Fleming County","15082","0","14348","0","13792","0","21069"
"KY","Floyd County","35942","41","39451","363","42441","665","21071"
"KY","Franklin County","51541","211","49285","513","47687","507","21073"
"KY","Fulton County","6515","471","6813","388","7752","189","21075"
"KY","Gallatin County","8690","0","8589","0","7870","0","21077"
"KY","Garrard County","16953","0","16912","0","14792","0","21079"
"KY","Grant County","24941","208","24662","288","22384","0","21081"
"KY","Graves County","36649","107","37121","82","37028","138","21083"
"KY","Grayson County","26420","584","25746","602","24053","150","21085"
"KY","Green County","11107","0","11258","0","11518","0","21087"
"KY","Greenup County","35962","119","36910","130","36891","111","21089"
"KY","Hancock County","9095","0","8565","0","8392","9","21091"
"KY","Hardin County","110702","577","105543","625","94174","570","21093"
"KY","Harlan County","26831","213","29278","192","33202","67","21095"
"KY","Harrison County","18692","0","18846","0","17983","0","21097"
"KY","Hart County","19288","138","18199","121","17445","106","21099"
"KY","Henderson County","44793","602","46250","544","44829","316","21101"
"KY","Henry County","15678","0","15416","0","15060","0","21103"
"KY","Hickman County","4521","0","4902","73","5262","30","21105"
"KY","Hopkins County","45423","352","46920","450","46519","119","21107"
"KY","Jackson County","12955","17","13494","34","13495","29","21109"
"KY","Jefferson County","782969","2134","741096","2662","693604","1589","21111"
"KY","Jessamine County","52991","107","48586","189","39041","126","21113"
"KY","Johnson County","22680","159","23356","231","23445","123","21115"
"KY","Kenton County","169064","20","159720","498","151464","327","21117"
"KY","Knott County","14251","0","16346","0","17649","7","21119"
"KY","Knox County","30193","324","31883","53","31795","50","21121"
"KY","Larue County","14867","117","14193","150","13373","71","21123"
"KY","Laurel County","62613","645","58849","328","52715","311","21125"
"KY","Lawrence County","16293","0","15860","0","15569","0","21127"
"KY","Lee County","7395","1007","7887","1004","7916","594","21129"
"KY","Leslie County","10513","234","11310","133","12401","7","21131"
"KY","Letcher County","21548","96","24519","59","25277","37","21133"
"KY","Lewis County","13080","50","13870","53","14092","58","21135"
"KY","Lincoln County","24275","95","24742","98","23361","87","21137"
"KY","Livingston County","8888","0","9519","0","9804","15","21139"
"KY","Logan County","27432","137","26835","96","26573","103","21141"
"KY","Lyon County","8680","1484","8314","999","8080","1371","21143"
"KY","McCracken County","67875","577","65565","435","65514","450","21145"
"KY","McCreary County","16888","1445","18306","1739","17080","47","21147"
"KY","McLean County","9152","0","9531","0","9938","0","21149"
"KY","Madison County","92701","314","82916","264","70872","189","21151"
"KY","Magoffin County","11637","0","13333","0","13332","0","21153"
"KY","Marion County","19581","264","19820","1042","18212","877","21155"
"KY","Marshall County","31659","216","31448","161","30125","175","21157"
"KY","Martin County","11287","1321","12929","1579","12578","0","21159"
"KY","Mason County","17120","121","17490","164","16800","121","21161"
"KY","Meade County","30003","152","28602","147","26349","28","21163"
"KY","Menifee County","6113","0","6306","0","6556","0","21165"
"KY","Mercer County","22641","0","21331","0","20817","0","21167"
"KY","Metcalfe County","10286","0","10099","0","10037","0","21169"
"KY","Monroe County","11338","0","10963","26","11756","13","21171"
"KY","Montgomery County","28114","164","26499","132","22554","146","21173"
"KY","Morgan County","13726","1726","13923","1880","13948","1664","21175"
"KY","Muhlenberg County","30928","1180","31499","1214","31839","924","21177"
"KY","Nelson County","46738","122","43437","100","37477","106","21179"
"KY","Nicholas County","7537","0","7135","0","6813","0","21181"
"KY","Ohio County","23772","23","23842","71","22916","41","21183"
"KY","Oldham County","67607","3570","60316","4216","46178","3490","21185"
"KY","Owen County","11278","0","10841","0","10547","0","21187"
"KY","Owsley County","4051","0","4755","0","4858","0","21189"
"KY","Pendleton County","14644","0","14877","0","14390","18","21191"
"KY","Perry County","28473","192","28712","163","29390","47","21193"
"KY","Pike County","58669","415","65024","318","68736","118","21195"
"KY","Powell County","13129","219","12613","109","13237","25","21197"
"KY","Pulaski County","65034","397","63063","227","56217","155","21199"
"KY","Robertson County","2193","0","2282","0","2266","0","21201"
"KY","Rockcastle County","16037","78","17056","102","16582","90","21203"
"KY","Rowan County","24662","282","23333","90","22094","117","21205"
"KY","Russell County","17991","105","17565","16","16315","15","21207"
"KY","Scott County","57155","89","47173","75","33061","135","21209"
"KY","Shelby County","48065","895","42074","1042","33337","767","21211"
"KY","Simpson County","19594","425","17327","198","16405","100","21213"
"KY","Spencer County","19490","0","17061","0","11766","0","21215"
"KY","Taylor County","26023","194","24512","177","22927","0","21217"
"KY","Todd County","12243","78","12460","123","11971","33","21219"
"KY","Trigg County","14061","0","14339","0","12597","13","21221"
"KY","Trimble County","8474","0","8809","0","8125","0","21223"
"KY","Union County","13668","53","15007","43","15637","34","21225"
"KY","Warren County","134554","544","113792","601","92522","412","21227"
"KY","Washington County","12027","0","11717","0","10916","0","21229"
"KY","Wayne County","19555","177","20813","186","19923","28","21231"
"KY","Webster County","13017","257","13621","245","14120","73","21233"
"KY","Whitley County","36712","275","35637","234","35865","50","21235"
"KY","Wolfe County","6562","0","7355","0","7065","0","21237"
"KY","Woodford County","26871","111","24939","67","23208","87","21239"
"NH","Belknap County","63705","62","60088","95","56325","455","33001"
"NH","Carroll County","50107","41","47818","55","43666","23","33003"
"NH","Cheshire County","76458","99","77117","144","73825","98","33005"
"NH","Coos County","31268","715","33055","791","33111","0","33007"
"NH","Grafton County","91118","75","89118","118","81743","71","33009"
"NH","Hillsborough County","422937","334","400721","793","380841","589","33011"
"NH","Merrimack County","153808","2530","146445","2060","136225","1822","33013"
"NH","Rockingham County","314176","163","295223","287","277359","214","33015"
"NH","Strafford County","130889","333","123143","410","112233","141","33017"
"NH","Sullivan County","43063","43","43742","98","40458","55","33019"
"CO","Adams County","519572","1485","441603","1934","363857","1343","8001"
"CO","Alamosa County","16376","136","15445","227","14966","72","8003"
"CO","Arapahoe County","655070","1118","572003","1415","487967","1268","8005"
"CO","Archuleta County","13359","15","12084","26","9898","19","8007"
"CO","Baca County","3506","1","3788","9","4517","8","8009"
"CO","Bent County","5650","1395","6499","2098","5998","693","8011"
"CO","Boulder County","330758","349","294567","506","291288","597","8013"
"CO","Chaffee County","19476","1209","17809","1298","16242","1265","8015"
"CO","Cheyenne County","1748","0","1836","1","2231","1","8017"
"CO","Clear Creek County","9397","36","9088","66","9322","42","8019"
"CO","Conejos County","7461","10","8256","24","8400","8","8021"
"CO","Costilla County","3499","5","3524","0","3663","0","8023"
"CO","Crowley County","5922","2850","5823","2657","5518","1955","8025"
"CO","Custer County","4704","11","4255","150","3503","7","8027"
"CO","Delta County","31196","515","30952","507","27834","498","8029"
"CO","Denver County","715522","3236","600158","3831","554636","2960","8031"
"CO","Dolores County","2326","0","2064","0","1844","0","8033"
"CO","Douglas County","357978","283","285465","282","175766","125","8035"
"CO","Eagle County","55731","36","52197","54","41659","48","8037"
"CO","Elbert County","26062","26","23086","35","19872","9","8039"
"CO","El Paso County","730395","1512","622263","2521","516929","1477","8041"
"CO","Fremont County","48939","7503","46824","8122","46145","8499","8043"
"CO","Garfield County","61685","262","56389","294","43791","233","8045"
"CO","Gilpin County","5808","24","5441","31","4757","24","8047"
"CO","Grand County","15717","9","14843","33","12442","26","8049"
"CO","Gunnison County","16918","17","15324","3","13956","30","8051"
"CO","Hinsdale County","788","0","843","0","790","0","8053"
"CO","Huerfano County","6820","10","6711","15","7862","754","8055"
"CO","Jackson County","1379","2","1394","1","1577","4","8057"
"CO","Jefferson County","582910","2274","534543","2603","527056","1761","8059"
"CO","Kiowa County","1446","0","1398","0","1622","0","8061"
"CO","Kit Carson County","7087","13","8270","1017","8011","461","8063"
"CO","Lake County","7436","0","7310","11","7812","6","8065"
"CO","La Plata County","55638","110","51334","205","43941","200","8067"
"CO","Larimer County","359066","743","299630","877","251494","361","8069"
"CO","Las Animas County","14555","522","15507","510","15207","47","8071"
"CO","Lincoln County","5675","918","5467","968","6087","965","8073"
"CO","Logan County","21528","2436","22709","3286","20504","1390","8075"
"CO","Mesa County","155703","580","146723","629","116255","502","8077"
"CO","Mineral County","865","0","712","0","831","0","8079"
"CO","Moffat County","13292","48","13795","35","13184","46","8081"
"CO","Montezuma County","25849","121","25535","24","23830","101","8083"
"CO","Montrose County","42679","72","41276","115","33432","93","8085"
"CO","Morgan County","29111","57","28159","312","27171","109","8087"
"CO","Otero County","18690","8","18831","0","20311","23","8089"
"CO","Ouray County","4874","0","4436","0","3742","0","8091"
"CO","Park County","17390","19","16206","74","14523","70","8093"
"CO","Phillips County","4530","0","4442","0","4480","0","8095"
"CO","Pitkin County","17358","23","17148","17","14872","18","8097"
"CO","Prowers County","11999","61","12551","35","14483","60","8099"
"CO","Pueblo County","168162","1085","159063","1561","141472","1018","8101"
"CO","Rio Blanco County","6529","9","6666","12","5986","17","8103"
"CO","Rio Grande County","11539","11","11982","31","12413","17","8105"
"CO","Routt County","24829","25","23509","14","19690","46","8107"
"CO","Saguache County","6368","18","6108","18","5917","17","8109"
"CO","San Juan County","705","0","699","0","558","0","8111"
"CO","San Miguel County","8072","9","7359","9","6594","17","8113"
"CO","Sedgwick County","2404","0","2379","0","2747","0","8115"
"CO","Summit County","31055","20","27994","49","23548","45","8117"
"CO","Teller County","24710","20","23350","79","20555","58","8119"
"CO","Washington County","4817","127","4814","160","4926","10","8121"
"CO","Weld County","328981","737","252825","1614","180936","702","8123"
"CO","Yuma County","9988","99","10043","91","9841","11","8125"
"WA","Adams County","20613","29","18728","28","16428","15","53001"
"WA","Asotin County","22285","24","21623","47","20551","31","53003"
"WA","Benton County","206873","338","175177","692","142475","264","53005"
"WA","Chelan County","79074","247","72453","302","66616","248","53007"
"WA","Clallam County","77155","872","71404","1037","64525","1313","53009"
"WA","Clark County","503311","769","425363","946","345238","986","53011"
"WA","Columbia County","3952","0","4078","7","4064","2","53013"
"WA","Cowlitz County","110730","192","102410","348","92948","289","53015"
"WA","Douglas County","42938","0","38431","0","32603","13","53017"
"WA","Ferry County","7178","23","7551","24","7260","13","53019"
"WA","Franklin County","96749","2536","78163","1623","49347","606","53021"
"WA","Garfield County","2286","7","2266","0","2397","4","53023"
"WA","Grant County","99123","152","89120","239","74698","173","53025"
"WA","Grays Harbor County","75636","2087","72797","2145","67194","154","53027"
"WA","Island County","86857","59","78506","57","71558","36","53029"
"WA","Jefferson County","32977","376","29872","420","25953","62","53031"
"WA","King County","2269675","2734","1931249","3713","1737034","4402","53033"
"WA","Kitsap County","275611","224","251133","410","231969","2392","53035"
"WA","Kittitas County","44337","64","40915","118","33362","73","53037"
"WA","Klickitat County","22735","30","20318","32","19161","44","53039"
"WA","Lewis County","82149","56","75455","161","68600","170","53041"
"WA","Lincoln County","10876","7","10570","13","10184","2","53043"
"WA","Mason County","65726","2020","60699","1951","49405","1930","53045"
"WA","Okanogan County","42104","114","41120","158","39564","96","53047"
"WA","Pacific County","23365","52","20920","21","20984","45","53049"
"WA","Pend Oreille County","13401","13","13001","25","11732","32","53051"
"WA","Pierce County","921130","3448","795225","5282","700820","4749","53053"
"WA","San Juan County","17788","6","15769","0","14077","6","53055"
"WA","Skagit County","129523","118","116901","194","102979","137","53057"
"WA","Skamania County","12036","14","11066","25","9872","26","53059"
"WA","Snohomish County","827957","2863","713335","3710","606024","2475","53061"
"WA","Spokane County","539339","2885","471221","3055","417939","3396","53063"
"WA","Stevens County","46445","10","43531","37","40066","38","53065"
"WA","Thurston County","294793","858","252264","948","207355","780","53067"
"WA","Wahkiakum County","4422","7","3978","6","3824","10","53069"
"WA","Walla Walla County","62584","2382","58781","2410","55180","2449","53071"
"WA","Whatcom County","226847","216","201140","450","166814","289","53073"
"WA","Whitman County","47973","30","44776","38","40740","44","53075"
"WA","Yakima County","256728","815","243231","1288","222581","1077","53077"
"AK","Aleutians East Borough","3420","0","3141","0","2697","0","2013"
"AK","Aleutians West Census Area","5232","0","5561","2","5465","0","2016"
"AK","Anchorage Municipality","291247","1253","291826","1406","260283","1169","2020"
"AK","Bethel Census Area","18666","222","17013","161","16006","169","2050"
"AK","Bristol Bay Borough","844","0","997","0","1258","0","2060"
"AK","Denali Borough","1619","0","1826","0","1893","0","2068"
"AK","Dillingham Census Area","4857","16","4847","0","4922","0","2070"
"AK","Fairbanks North Star Borough","95655","332","97581","426","82840","285","2090"
"AK","Haines Borough","2080","0","2508","0","2392","0","2100"
"AK","Juneau City and Borough","32255","255","31275","308","30711","158","2110"
"AK","Kenai Peninsula Borough","58799","954","55400","947","49691","825","2122"
"AK","Ketchikan Gateway Borough","13948","63","13477","69","14070","52","2130"
"AK","Kodiak Island Borough","13101","35","13592","0","13913","0","2150"
"AK","Lake and Peninsula Borough","1476","0","1631","0","1823","0","2164"
"AK","Matanuska-Susitna Borough","107081","1557","88995","751","59322","574","2170"
"AK","Nome Census Area","10046","132","9492","123","9196","92","2180"
"AK","North Slope Borough","11031","7","9430","0","7385","0","2185"
"AK","Northwest Arctic Borough","7793","0","7523","8","7208","3","2188"
"AK","Sitka City and Borough","8458","7","8881","3","8835","0","2220"
"AK","Southeast Fairbanks Census Area","6808","0","7029","0","6174","0","2240"
"AK","Yakutat City and Borough","662","0","662","0","808","0","2282"
"AK","Yukon-Koyukuk Census Area","5343","0","5588","0","6551","0","2290"
"WY","Albany County","37066","52","36299","0","32014","32","56001"
"WY","Big Horn County","11521","100","11668","45","11461","0","56003"
"WY","Campbell County","47026","223","46133","107","33698","112","56005"
"WY","Carbon County","14537","538","15885","699","15639","870","56007"
"WY","Converse County","13751","32","13833","30","12052","32","56009"
"WY","Crook County","7181","0","7083","4","5887","4","56011"
"WY","Fremont County","39234","339","40123","388","35804","245","56013"
"WY","Goshen County","12498","601","13249","571","12538","67","56015"
"WY","Hot Springs County","4621","11","4812","8","4882","15","56017"
"WY","Johnson County","8447","19","8569","30","7075","16","56019"
"WY","Laramie County","100512","258","91738","269","81607","1809","56021"
"WY","Lincoln County","19581","0","18106","17","14573","23","56023"
"WY","Natrona County","79955","275","75450","519","66533","331","56025"
"WY","Niobrara County","2467","277","2484","214","2407","100","56027"
"WY","Park County","29624","0","28205","55","25786","42","56029"
"WY","Platte County","8605","44","8667","60","8807","9","56031"
"WY","Sheridan County","30921","0","29116","96","26560","36","56033"
"WY","Sublette County","8728","0","10247","18","5920","7","56035"
"WY","Sweetwater County","42272","74","43806","132","37613","75","56037"
"WY","Teton County","23331","0","21294","0","18251","31","56039"
"WY","Uinta County","20450","67","21118","43","19742","94","56041"
"WY","Washakie County","7685","0","8533","10","8289","32","56043"
"WY","Weston County","6838","442","7208","261","6644","194","56045"
"IA","Adair County","7496","0","7682","1","8243","3","19001"
"IA","Adams County","3704","0","4029","4","4482","19","19003"
"IA","Allamakee County","14061","4","14330","66","14675","67","19005"
"IA","Appanoose County","12317","5","12887","15","13721","9","19007"
"IA","Audubon County","5674","5","6119","3","6830","8","19009"
"IA","Benton County","25575","12","26076","10","25308","25","19011"
"IA","Black Hawk County","131144","302","131090","151","128012","254","19013"
"IA","Boone County","26715","32","26306","8","26224","0","19015"
"IA","Bremer County","24988","65","24276","26","23325","5","19017"
"IA","Buchanan County","20565","23","20958","4","21093","11","19019"
"IA","Buena Vista County","20823","21","20260","20","20411","11","19021"
"IA","Butler County","14334","1","14867","6","15305","9","19023"
"IA","Calhoun County","9927","478","9670","0","11115","408","19025"
"IA","Carroll County","20760","1","20816","11","21421","14","19027"
"IA","Cass County","13127","0","13956","14","14684","19","19029"
"IA","Cedar County","18505","6","18499","23","18187","9","19031"
"IA","Cerro Gordo County","43127","86","44151","92","46447","94","19033"
"IA","Cherokee County","11658","11","12072","6","13035","10","19035"
"IA","Chickasaw County","12012","1","12439","0","13095","5","19037"
"IA","Clarke County","9748","8","9286","16","9133","8","19039"
"IA","Clay County","16384","13","16667","12","17372","12","19041"
"IA","Clayton County","17043","8","18129","9","18678","2","19043"
"IA","Clinton County","46460","23","49116","32","50149","48","19045"
"IA","Crawford County","16525","14","17096","9","16942","14","19047"
"IA","Dallas County","99678","27","66135","33","40750","22","19049"
"IA","Davis County","9110","0","8753","0","8541","11","19051"
"IA","Decatur County","7645","2","8457","1","8689","4","19053"
"IA","Delaware County","17488","0","17764","0","18404","9","19055"
"IA","Des Moines County","38910","75","40325","132","42351","109","19057"
"IA","Dickinson County","17703","5","16667","10","16424","3","19059"
"IA","Dubuque County","99266","194","93653","248","89143","91","19061"
"IA","Emmet County","9388","5","10302","7","11027","22","19063"
"IA","Fayette County","19509","85","20880","71","22008","64","19065"
"IA","Floyd County","15627","0","16303","0","16900","8","19067"
"IA","Franklin County","10019","0","10680","0","10704","0","19069"
"IA","Fremont County","6605","15","7441","7","8010","13","19071"
"IA","Greene County","8771","11","9336","3","10366","6","19073"
"IA","Grundy County","12329","0","12453","0","12369","0","19075"
"IA","Guthrie County","10623","11","10954","7","11353","6","19077"
"IA","Hamilton County","15039","15","15673","13","16438","0","19079"
"IA","Hancock County","10795","0","11341","3","12100","6","19081"
"IA","Hardin County","16878","49","17534","62","18812","11","19083"
"IA","Harrison County","14582","1","14928","7","15666","2","19085"
"IA","Henry County","20482","1044","20145","912","20336","1007","19087"
"IA","Howard County","9469","1","9566","9","9932","4","19089"
"IA","Humboldt County","9597","3","9815","1","10381","11","19091"
"IA","Ida County","7005","3","7089","0","7837","4","19093"
"IA","Iowa County","16662","16","16355","31","15671","8","19095"
"IA","Jackson County","19485","10","19848","5","20296","5","19097"
"IA","Jasper County","37813","1398","36842","1197","37213","1018","19099"
"IA","Jefferson County","15663","0","16843","9","16181","10","19101"
"IA","Johnson County","152854","875","130882","1053","111006","861","19103"
"IA","Jones County","20646","993","20638","1050","20221","1317","19105"
"IA","Keokuk County","10033","5","10511","2","11400","6","19107"
"IA","Kossuth County","14828","11","15543","12","17163","7","19109"
"IA","Lee County","33555","677","35862","1081","38052","942","19111"
"IA","Linn County","230299","401","211226","482","191701","399","19113"
"IA","Louisa County","10837","12","11387","3","12183","10","19115"
"IA","Lucas County","8634","0","8898","0","9422","9","19117"
"IA","Lyon County","11934","18","11581","17","11763","0","19119"
"IA","Madison County","16548","23","15679","8","14019","10","19121"
"IA","Mahaska County","22190","4","22381","16","22335","40","19123"
"IA","Marion County","33414","21","33309","24","32052","11","19125"
"IA","Marshall County","40105","140","40648","191","39311","91","19127"
"IA","Mills County","14484","0","15059","308","14547","13","19129"
"IA","Mitchell County","10565","0","10776","21","10874","0","19131"
"IA","Monona County","8751","10","9243","3","10020","9","19133"
"IA","Monroe County","7577","16","7970","4","8016","7","19135"
"IA","Montgomery County","10330","14","10740","0","11771","10","19137"
"IA","Muscatine County","43235","196","42745","112","41722","98","19139"
"IA","O'Brien County","14182","45","14398","29","15102","10","19141"
"IA","Osceola County","6192","0","6462","4","7003","9","19143"
"IA","Page County","15211","997","15932","1036","16976","804","19145"
"IA","Palo Alto County","8996","10","9421","4","10147","6","19147"
"IA","Plymouth County","25698","9","24986","0","24849","19","19149"
"IA","Pocahontas County","7078","7","7310","5","8662","7","19151"
"IA","Polk County","492401","1813","430640","1879","374601","1097","19153"
"IA","Pottawattamie County","93667","295","93158","362","87704","266","19155"
"IA","Poweshiek County","18662","13","18914","9","18815","7","19157"
"IA","Ringgold County","4663","2","5131","1","5469","0","19159"
"IA","Sac County","9814","1","10350","7","11529","9","19161"
"IA","Scott County","174669","340","165224","410","158668","343","19163"
"IA","Shelby County","11746","5","12167","7","13173","7","19165"
"IA","Sioux County","35872","19","33704","60","31589","41","19167"
"IA","Story County","98537","41","89542","131","79981","95","19169"
"IA","Tama County","17135","40","17767","14","18103","32","19171"
"IA","Taylor County","5896","9","6317","4","6958","6","19173"
"IA","Union County","12138","12","12534","9","12309","9","19175"
"IA","Van Buren County","7203","9","7570","1","7809","3","19177"
"IA","Wapello County","35437","128","35625","106","36051","88","19179"
"IA","Warren County","52403","0","46225","17","40671","28","19181"
"IA","Washington County","22565","17","21704","26","20670","17","19183"
"IA","Wayne County","6497","11","6403","10","6730","6","19185"
"IA","Webster County","36999","1356","38013","1249","40235","1256","19187"
"IA","Winnebago County","10679","15","10866","6","11723","4","19189"
"IA","Winneshiek County","20070","0","21056","13","21310","7","19191"
"IA","Woodbury County","105941","357","102172","203","103877","230","19193"
"IA","Worth County","7443","1","7598","5","7909","6","19195"
"IA","Wright County","12943","7","13229","9","14334","1","19197"
"WI","Adams County","20654","1062","20875","1328","18643","67","55001"
"WI","Ashland County","16027","43","16157","34","16866","62","55003"
"WI","Barron County","46711","90","45870","125","44963","61","55005"
"WI","Bayfield County","16220","55","15014","48","15013","24","55007"
"WI","Brown County","268740","1841","248007","1808","226778","2304","55009"
"WI","Buffalo County","13317","19","13587","27","13804","15","55011"
"WI","Burnett County","16526","31","15457","29","15674","54","55013"
"WI","Calumet County","52442","16","48971","39","40631","49","55015"
"WI","Chippewa County","66297","2012","62415","2126","55195","71","55017"
"WI","Clark County","34659","29","34690","74","33557","51","55019"
"WI","Columbia County","58490","891","56833","1029","52468","881","55021"
"WI","Crawford County","16113","514","16644","535","17243","325","55023"
"WI","Dane County","561504","1541","488073","1858","426526","1801","55025"
"WI","Dodge County","89396","4669","88759","4886","85897","4183","55027"
"WI","Door County","30066","37","27785","76","27961","39","55029"
"WI","Douglas County","44295","199","44159","244","43287","162","55031"
"WI","Dunn County","45440","71","43857","130","39858","104","55033"
"WI","Eau Claire County","105710","147","98736","280","93142","296","55035"
"WI","Florence County","4558","5","4423","0","5088","0","55037"
"WI","Fond du Lac County","104154","1109","101633","985","97296","1128","55039"
"WI","Forest County","9179","43","9304","76","10024","44","55041"
"WI","Grant County","51938","512","51208","476","49597","218","55043"
"WI","Green County","37093","17","36842","47","33647","49","55045"
"WI","Green Lake County","19018","71","19051","35","19105","29","55047"
"WI","Iowa County","23709","14","23687","22","22780","29","55049"
"WI","Iron County","6137","5","5916","10","6861","8","55051"
"WI","Jackson County","21145","1121","20449","1134","19100","953","55053"
"WI","Jefferson County","84900","106","83686","149","74021","161","55055"
"WI","Juneau County","26718","1399","26664","1096","24316","27","55057"
"WI","Kenosha County","169151","592","166426","884","149577","672","55059"
"WI","Kewaunee County","20563","17","20574","22","20187","19","55061"
"WI","La Crosse County","120784","59","114638","202","107120","300","55063"
"WI","Lafayette County","16611","16","16836","24","16137","18","55065"
"WI","Langlade County","19491","71","19977","105","20740","42","55067"
"WI","Lincoln County","28415","69","28743","73","29641","59","55069"
"WI","Manitowoc County","81359","183","81442","8","82887","191","55071"
"WI","Marathon County","138013","262","134063","254","125834","231","55073"
"WI","Marinette County","41872","113","41749","131","43384","69","55075"
"WI","Marquette County","15592","26","15404","39","15832","1310","55077"
"WI","Menominee County","4255","0","4232","43","4562","35","55078"
"WI","Milwaukee County","939489","2819","947735","4405","940164","4080","55079"
"WI","Monroe County","46274","57","44673","123","40899","61","55081"
"WI","Oconto County","38965","79","37660","57","35634","34","55083"
"WI","Oneida County","37845","260","35998","267","36776","333","55085"
"WI","Outagamie County","190705","434","176695","496","160971","531","55087"
"WI","Ozaukee County","91503","182","86395","214","82317","215","55089"
"WI","Pepin County","7318","10","7469","29","7213","7","55091"
"WI","Pierce County","42212","35","41019","25","36804","22","55093"
"WI","Polk County","44977","58","44205","71","41319","47","55095"
"WI","Portage County","70377","40","70019","84","67182","143","55097"
"WI","Price County","14054","6","14159","26","15822","12","55099"
"WI","Racine County","197727","2273","195408","3209","188831","2393","55101"
"WI","Richland County","17304","30","18021","22","17924","19","55103"
"WI","Rock County","163687","235","160331","501","152307","503","55105"
"WI","Rusk County","14188","33","14755","27","15347","42","55107"
"WI","St. Croix County","93536","183","84345","233","63155","202","55109"
"WI","Sauk County","65763","122","61976","237","55225","132","55111"
"WI","Sawyer County","18074","154","16557","181","16196","130","55113"
"WI","Shawano County","40881","153","41949","210","40664","249","55115"
"WI","Sheboygan County","118034","1431","115507","1448","112646","1448","55117"
"WI","Taylor County","19913","38","20689","51","19680","0","55119"
"WI","Trempealeau County","30760","13","28816","26","27010","24","55121"
"WI","Vernon County","30714","61","29773","69","28056","25","55123"
"WI","Vilas County","23047","65","21430","98","21033","93","55125"
"WI","Walworth County","106478","134","102228","332","93759","311","55127"
"WI","Washburn County","16623","3","15911","15","16036","23","55129"
"WI","Washington County","136761","128","131887","199","117493","108","55131"
"WI","Waukesha County","406978","351","389891","658","360767","681","55133"
"WI","Waupaca County","51812","207","52410","173","51731","74","55135"
"WI","Waushara County","24520","1075","24496","1138","23154","95","55137"
"WI","Winnebago County","171730","3045","166994","2888","156763","2786","55139"
"WI","Wood County","74207","62","74749","99","75555","104","55141"
"PR","Adjuntas Municipio","18020","0","19483","0","19143","0","72001"
"PR","Aguada Municipio","38136","0","41959","0","42042","0","72003"
"PR","Aguadilla Municipio","55101","829","60949","727","64685","913","72005"
"PR","Aguas Buenas Municipio","24223","0","28659","0","29032","0","72007"
"PR","Aibonito Municipio","24637","0","25900","0","26493","0","72009"
"PR","Añasco Municipio","25596","0","29261","0","28348","0","72011"
"PR","Arecibo Municipio","87754","853","96440","746","100131","1118","72013"
"PR","Arroyo Municipio","15843","0","19575","0","19117","0","72015"
"PR","Barceloneta Municipio","22657","0","24816","0","22322","0","72017"
"PR","Barranquitas Municipio","28983","0","30318","18","28909","0","72019"
"PR","Bayamón Municipio","185187","2858","208116","2740","224044","3310","72021"
"PR","Cabo Rojo Municipio","47158","0","50917","0","46911","0","72023"
"PR","Caguas Municipio","127244","0","142893","0","140502","0","72025"
"PR","Camuy Municipio","32827","0","35159","0","35244","0","72027"
"PR","Canóvanas Municipio","42337","0","47648","0","43335","0","72029"
"PR","Carolina Municipio","154815","0","176762","0","186076","53","72031"
"PR","Cataño Municipio","23155","0","28140","0","30071","0","72033"
"PR","Cayey Municipio","41652","0","48119","0","47370","208","72035"
"PR","Ceiba Municipio","11307","0","13631","0","18004","34","72037"
"PR","Ciales Municipio","16984","0","18782","0","19811","0","72039"
"PR","Cidra Municipio","39970","0","43480","0","42753","0","72041"
"PR","Coamo Municipio","34668","0","40512","0","37597","0","72043"
"PR","Comerío Municipio","18883","0","20778","0","20002","0","72045"
"PR","Corozal Municipio","34571","0","37142","11","36867","0","72047"
"PR","Culebra Municipio","1792","0","1818","0","1868","0","72049"
"PR","Dorado Municipio","35879","0","38165","0","34017","0","72051"
"PR","Fajardo Municipio","32124","0","36993","33","40712","30","72053"
"PR","Florida Municipio","11692","0","12680","0","12367","0","72054"
"PR","Guánica Municipio","13787","0","19427","0","21888","0","72055"
"PR","Guayama Municipio","36614","1149","45362","2045","44301","1415","72057"
"PR","Guayanilla Municipio","17784","0","21581","0","23072","0","72059"
"PR","Guaynabo Municipio","89780","1150","97924","1294","100053","1234","72061"
"PR","Gurabo Municipio","40622","0","45369","0","36743","0","72063"
"PR","Hatillo Municipio","38486","0","41953","0","38925","0","72065"
"PR","Hormigueros Municipio","15654","0","17250","0","16614","0","72067"
"PR","Humacao Municipio","50896","0","58466","51","59035","36","72069"
"PR","Isabela Municipio","42943","0","45631","0","44444","4","72071"
"PR","Jayuya Municipio","14779","36","16642","14","17318","161","72073"
"PR","Juana Díaz Municipio","46538","0","50747","0","50531","0","72075"
"PR","Juncos Municipio","37012","0","40290","0","36452","0","72077"
"PR","Lajas Municipio","23334","0","25753","0","26261","0","72079"
"PR","Lares Municipio","28105","0","30753","0","34415","0","72081"
"PR","Las Marías Municipio","8874","0","9881","0","11061","0","72083"
"PR","Las Piedras Municipio","35180","86","38675","0","34485","0","72085"
"PR","Loíza Municipio","23693","0","30060","0","32537","0","72087"
"PR","Luquillo Municipio","17781","0","20068","0","19817","0","72089"
